CustomerID,Frequency,Monetary_value,Average_price,Recency,Country
13316,4,192.665,2.369219745,37,United Kingdom
13317,5,45.656,4.212170996,66,United Kingdom
13318,2,28.38,0.9025,1,United Kingdom
13319,20,49.162,3.572853089,17,United Kingdom
13320,5,29.136,1.545433009,78,United Kingdom
13321,1,17.7,2.95,86,United Kingdom
13322,1,2.89,2.89,17,United Kingdom
13323,1,17,4.25,3,United Kingdom
13324,6,154.72,1.037384259,89,United Kingdom
13327,5,51.6,3.221235294,38,United Kingdom
13328,1,254.88,2.124,316,United Kingdom
13330,3,60.32,1.57137931,92,United Kingdom
13334,3,105.02,1.270154289,82,United Kingdom
13336,1,130.98,1.926176471,77,United Kingdom
13338,1,145.8,5.207142857,157,United Kingdom
13339,1,132.91,1.726103896,200,United Kingdom
13340,6,134.8333333,2.781503122,45,United Kingdom
13341,1,192.8,3.213333333,260,United Kingdom
13343,1,40.6,2.9,177,United Kingdom
13344,2,120.125,3.56021978,67,United Kingdom
13345,1,-11.9,5.95,276,United Kingdom
13348,1,11.4,0.95,64,United Kingdom
13349,1,9.96,0.83,10,United Kingdom
13350,3,84.91666667,5.031095482,16,United Kingdom
13352,1,60.3,0.98852459,60,United Kingdom
13354,1,10.2,0.85,71,United Kingdom
13355,1,146.2,4.3,122,United Kingdom
13356,1,73.89,1.718372093,80,United Kingdom
13357,1,78.86,2.920740741,257,United Kingdom
13358,1,63.9,4.564285714,268,United Kingdom
13359,1,31.5,2.25,63,United Kingdom
13362,4,85.6875,2.779223485,9,United Kingdom
13363,2,15.465,3.156666667,17,United Kingdom
13364,2,0,2.5,66,United Kingdom
13365,3,67.16666667,2.136868687,8,United Kingdom
13368,2,55.11,1.954615385,256,United Kingdom
13369,1,15.6,0.65,365,United Kingdom
13370,2,32.125,4.167,366,United Kingdom
13372,1,6.96,0.29,89,United Kingdom
13373,3,122.51,2.364549004,60,United Kingdom
13375,1,28.9,2.064285714,88,United Kingdom
13376,3,20.68333333,1.937179487,99,United Kingdom
13379,3,21.97333333,0.898380117,26,United Kingdom
13381,7,60.51142857,2.809734848,21,United Kingdom
13382,1,15.9,7.95,280,United Kingdom
13384,8,50.67875,2.674617976,30,United Kingdom
13385,1,71.04,1.973333333,329,United Kingdom
13388,1,30.45,3.383333333,131,United Kingdom
13389,2,25.7,3.734615385,74,United Kingdom
13390,1,63,3.15,74,United Kingdom
13394,7,37.22,1.196458402,1,United Kingdom
13395,1,11.5,5.75,185,United Kingdom
13396,2,117.975,2.852347418,29,United Kingdom
13397,1,256.6,4.934615385,183,United Kingdom
13398,1,31.85,6.37,192,United Kingdom
13402,2,29.67,1.016263736,127,United Kingdom
13404,1,15,1.25,212,United Kingdom
13405,2,35.55,3.342857143,204,United Kingdom
13408,36,116.31,5.90857882,1,United Kingdom
13410,4,56.6875,1.747058824,24,United Kingdom
13411,1,24.3,2.43,107,United Kingdom
13414,2,41.85,3.725,133,United Kingdom
13416,2,24.75,4.95,43,United Kingdom
13417,2,65.89,3.527461538,4,United Kingdom
13418,15,31.38133333,2.815213194,11,United Kingdom
13421,2,177.41,1.468956562,40,United Kingdom
13422,1,345.46,2.741746032,64,United Kingdom
13425,3,45.82333333,1.299874776,108,United Kingdom
13426,9,43.30888889,1.472376543,0,United Kingdom
13427,2,22.5,1.25,19,United Kingdom
13428,1,15.65,1.203846154,10,United Kingdom
13429,4,38.455,0.843214286,10,United Kingdom
13430,2,40.74,0.927,18,United Kingdom
13431,2,73.39,2.149166667,67,United Kingdom
13434,1,177.6,1.85,74,United Kingdom
13435,7,28.93571429,2.747535014,5,United Kingdom
13436,1,17.34,2.89,1,United Kingdom
13437,5,57.252,4.860865546,31,United Kingdom
13439,1,23.3,0.832142857,255,United Kingdom
13447,4,34.81,3.134997297,23,United Kingdom
13448,6,62.42333333,2.637408564,16,United Kingdom
13449,1,24.84,1.035,23,United Kingdom
13450,6,84.42,0.934194072,26,United Kingdom
13451,6,33.49,2.608290702,26,United Kingdom
13453,1,15,1.25,289,United Kingdom
13455,2,51.15,1.823809524,24,United Kingdom
13456,2,20.32,0.745,17,United Kingdom
13458,13,80.72769231,2.07537394,7,United Kingdom
13461,2,30.2,1.865,38,United Kingdom
13462,1,44.4,2.22,252,United Kingdom
13464,1,92.34,1.62,58,United Kingdom
13466,1,35.4,2.95,184,United Kingdom
13467,2,134.645,4.002115385,10,United Kingdom
13468,20,32.7495,3.085596554,7,United Kingdom
13471,3,62.83,1.136154692,5,United Kingdom
13473,1,18.48,0.271764706,332,United Kingdom
13474,1,16,1.333333333,236,United Kingdom
13475,3,57.96,1.385111111,217,United Kingdom
13476,2,131.2,4.025169779,178,United Kingdom
13477,4,47.74,3.147409584,57,United Kingdom
13479,1,39.6,1.65,200,United Kingdom
13481,3,67.48333333,1.602418301,45,United Kingdom
13482,1,20.28,1.69,232,United Kingdom
13483,1,20.28,0.563333333,65,United Kingdom
13485,1,31.49,2.862727273,233,United Kingdom
13486,3,40.47,1.579230769,78,United Kingdom
13487,2,18.75,4.335,57,United Kingdom
13488,14,77.00285714,1.982901921,17,United Kingdom
13489,2,17.58,0.94,157,United Kingdom
13491,8,21.63625,5.153083333,147,United Kingdom
13492,2,38.27,2.224027778,136,Others
13493,2,98.3,20.725,275,Others
13495,3,16.85,3.116666667,35,United Kingdom
13496,1,27.49,1.832666667,359,United Kingdom
13497,2,22.35,4.85,282,United Kingdom
13499,3,23.58,1.806666667,17,United Kingdom
13500,2,52.74,1.404615385,23,United Kingdom
13501,1,133.38,1.307647059,288,Others
13502,1,59.4,4.95,323,United Kingdom
13503,1,20.7,0.559459459,71,United Kingdom
13504,1,41.57,1.340967742,64,United Kingdom
13505,6,27.195,5.075236511,72,Others
13506,1,30.6,1.092857143,316,United Kingdom
13507,4,60.8375,2.528869617,3,United Kingdom
13509,2,33.72,1.218,52,United Kingdom
13510,4,41.58,4.095747863,1,United Kingdom
13512,1,20.15,1.55,260,United Kingdom
13515,4,31.925,1.176361139,72,United Kingdom
13516,2,39.55,3.330952381,72,United Kingdom
13517,4,42.8975,2.07821379,59,United Kingdom
13518,1,53.2,1.564705882,85,United Kingdom
13519,1,27.7,4.616666667,78,United Kingdom
13520,5,87.32,2.710944444,58,Others
13521,3,49.85333333,1.690500631,1,United Kingdom
13523,3,137.7233333,3.764613638,33,United Kingdom
13524,1,28.44,0.79,40,United Kingdom
13527,6,53.92,2.418401182,33,United Kingdom
13531,2,81.2,3.690909091,205,United Kingdom
13532,1,8.62,2.155,33,United Kingdom
13533,3,8.986666667,2.008703704,182,United Kingdom
13534,19,35.78947368,2.780283975,2,United Kingdom
13536,7,55.24428571,3.973935565,1,United Kingdom
13538,5,59.16,7.77,43,United Kingdom
13539,3,29.09333333,4.067083333,85,United Kingdom
13544,2,11.215,2.661666667,39,United Kingdom
13546,3,14.18333333,2.256666667,12,United Kingdom
13548,2,60.94,2.531284483,96,United Kingdom
13549,4,30.3,2.195,25,United Kingdom
13552,11,47.86818182,5.334541822,66,United Kingdom
13555,4,90.095,2.026614583,73,United Kingdom
13557,1,36.6,0.494594595,28,United Kingdom
13558,4,27.56,3.133363095,5,United Kingdom
13560,1,13.15,4.383333333,7,United Kingdom
13561,1,9.83,0.756153846,215,United Kingdom
13562,3,65.9,2.491212121,81,United Kingdom
13563,2,16.215,4.6215,84,United Kingdom
13564,4,-225.395,276.9886047,144,United Kingdom
13566,2,82.54,1.836226923,40,United Kingdom
13568,1,47.25,3.15,173,United Kingdom
13569,2,17.79,2.366,17,United Kingdom
13570,1,19.83,0.639677419,243,United Kingdom
13571,11,15.14727273,1.118923761,12,United Kingdom
13572,1,80.4,3.828571429,205,United Kingdom
13573,2,18.75,2.8125,50,United Kingdom
13575,3,20,3.537878788,23,United Kingdom
13576,10,52.715,2.400011429,10,United Kingdom
13577,4,38.475,2.294137931,25,United Kingdom
13583,1,61.65,1.43372093,155,United Kingdom
13584,1,30.05,2.311538462,306,United Kingdom
13587,1,19.8,1.65,63,United Kingdom
13588,8,44.6675,1.146400365,15,United Kingdom
13589,2,44.075,6.147307692,14,United Kingdom
13590,4,46.8,2.4046875,51,United Kingdom
13591,3,44.56333333,6.739090909,64,United Kingdom
13592,3,15.84,2.226666667,35,United Kingdom
13593,4,59.2875,3.500390625,108,United Kingdom
13594,1,33,1.65,52,United Kingdom
13596,2,37.555,1.598043478,5,United Kingdom
13598,1,10.55,3.516666667,47,United Kingdom
13599,16,36.648125,2.502033575,8,United Kingdom
13600,1,44.7,7.45,312,United Kingdom
13601,2,52.62,1.889166667,45,United Kingdom
13602,1,52.56,1.752,64,United Kingdom
13603,1,22.79,1.199473684,26,United Kingdom
13606,1,11.7,2.925,243,United Kingdom
13607,1,79.8,1.9,40,United Kingdom
13610,8,14.745,2.668864885,12,United Kingdom
13611,4,26.0075,0.894779412,89,United Kingdom
13614,3,62.99333333,2.595237783,24,United Kingdom
13615,1,22.5,3.75,318,United Kingdom
13617,3,26.11333333,2.347714286,40,United Kingdom
13618,1,43.6,1.09,173,United Kingdom
13621,1,4,0.04,116,United Kingdom
13623,4,9.27,2.474166667,210,United Kingdom
13626,1,27.6,1.15,252,United Kingdom
13627,4,34.385,1.329833333,79,United Kingdom
13629,5,160.906,1.773636364,99,United Kingdom
13630,6,61.025,2.238568376,75,United Kingdom
13632,5,45.73,2.287470476,24,United Kingdom
13634,5,23.716,4.637939394,33,United Kingdom
13635,1,108.35,1.570289855,67,United Kingdom
13636,3,19.49333333,1.263529412,36,United Kingdom
13637,2,49.5,1.754411765,187,United Kingdom
13639,1,59.46,0.900909091,74,United Kingdom
13642,1,51.9,7.414285714,215,United Kingdom
13643,1,10.5,0.42,31,United Kingdom
13644,3,90.52,2.683946886,16,United Kingdom
13645,1,30.6,2.55,120,United Kingdom
13647,3,69.26666667,4.272,9,United Kingdom
13649,1,38.1,2.721428571,256,United Kingdom
13650,5,39.656,1.885605714,16,United Kingdom
13651,1,30.9,2.207142857,39,United Kingdom
13652,2,55.92,3.946363636,256,United Kingdom
13654,5,77.214,1.700080666,43,United Kingdom
13655,2,42.595,1.269033816,114,United Kingdom
13656,2,27.5,2.005555556,164,United Kingdom
13657,1,12.6,2.1,201,United Kingdom
13658,4,-0.86,12.24108333,85,United Kingdom
13659,3,82.97666667,2.097026172,197,United Kingdom
13662,2,63,1.192609183,85,United Kingdom
13663,1,52.8,3.3,179,United Kingdom
13666,2,9.675,6.058333333,60,United Kingdom
13667,1,34.79,3.162727273,149,United Kingdom
13668,17,39,2.041861311,2,United Kingdom
13669,1,64.8,1.35,50,United Kingdom
13670,1,22.74,1.263333333,75,United Kingdom
13672,1,27,6.75,332,United Kingdom
13673,2,23.75,4.658333333,18,United Kingdom
13675,2,43.53,1.084761905,151,United Kingdom
13678,1,15.8,0.79,151,United Kingdom
13680,5,39.866,2.390520991,1,United Kingdom
13681,3,15.31666667,4.783333333,17,United Kingdom
13682,1,17,4.25,187,United Kingdom
13684,1,6.45,1.29,285,United Kingdom
13685,3,97.5,0.91,4,United Kingdom
13689,1,358,1.79,63,United Kingdom
13690,1,17.85,5.95,59,United Kingdom
13692,2,60.81,1.006322314,24,United Kingdom
13694,31,193.6245161,1.311188649,3,United Kingdom
13695,10,29.766,1.747285714,31,United Kingdom
13699,1,47.7,7.95,155,United Kingdom
13700,6,41.54,1.792637505,26,United Kingdom
13704,8,42.6125,2.625429705,5,United Kingdom
13705,1,23.8,5.95,373,United Kingdom
13707,2,54.125,19.7825,267,United Kingdom
13708,1,33.88,2.1175,271,United Kingdom
13709,11,54.49454545,2.846097459,3,United Kingdom
13711,2,38.23,3.615,218,United Kingdom
13712,1,51,0.85,246,United Kingdom
13715,4,50.475,1.867420635,281,United Kingdom
13716,1,11.75,1.068181818,269,United Kingdom
13717,6,19.02,3.066666667,32,United Kingdom
13718,1,25.9,0.253921569,295,United Kingdom
13719,5,35.356,2.415142857,15,United Kingdom
13720,2,21.65,5.95,116,United Kingdom
13721,1,17,4.25,36,United Kingdom
13722,2,136.65,1.590512681,131,United Kingdom
13723,1,76.9,3.495454545,217,United Kingdom
13725,8,37.47,4.091751089,49,United Kingdom
13726,2,77.07,1.2525,38,United Kingdom
13727,1,32.7,5.45,33,United Kingdom
13728,5,23.64,5.93,36,United Kingdom
13730,2,36.23,0.757307692,135,United Kingdom
13731,2,69.05,2.578892006,219,United Kingdom
13732,1,97.62,0.996122449,28,United Kingdom
13735,4,74.4925,2.83849113,24,United Kingdom
13736,2,36.395,1.305269231,5,United Kingdom
13737,1,27.86,2.786,200,United Kingdom
13740,1,61.98,0.659361702,240,United Kingdom
13741,4,28.075,3.175,71,United Kingdom
13742,10,29.025,4.157288462,16,United Kingdom
13743,6,61.5,1.05530303,2,United Kingdom
13744,2,105.42,0.979713115,95,United Kingdom
13745,1,24.96,1.04,162,United Kingdom
13748,1,119.7,2.602173913,232,United Kingdom
13750,2,22.575,6.99,53,United Kingdom
13751,1,9.3,2.325,288,United Kingdom
13752,2,40.77,1.823636364,155,United Kingdom
13753,1,60.3,0.98852459,287,United Kingdom
13755,8,42.27875,2.718532754,3,United Kingdom
13756,11,56.16727273,2.197512961,2,United Kingdom
13758,6,48.63,1.997179912,11,United Kingdom
13759,1,171.12,2.376666667,71,United Kingdom
13760,2,18.835,0.734446154,54,United Kingdom
13761,2,43.515,1.598378378,50,United Kingdom
13762,2,27.96,1.185,204,United Kingdom
13763,1,50,1.25,63,United Kingdom
13764,3,51.99333333,2.13646595,70,United Kingdom
13767,29,53.9562069,3.801957606,2,United Kingdom
13769,8,19.70625,3.5525,2,United Kingdom
13771,4,66.8,1.474084034,64,United Kingdom
13772,3,60.78,2.184314263,33,United Kingdom
13774,1,104.15,3.156060606,81,United Kingdom
13777,20,162.5195,2.784764159,8,United Kingdom
13780,2,36.435,1.302647059,7,United Kingdom
13781,1,4.2,2.1,250,United Kingdom
13782,5,22.748,4.35402381,12,United Kingdom
13784,2,146.37,3.62375,113,United Kingdom
13787,2,8.64,1.97,75,United Kingdom
13790,1,53.3,0.761428571,4,United Kingdom
13791,1,145,1.45,168,United Kingdom
13792,1,23.4,1.95,287,United Kingdom
13798,28,148.7282143,1.973895589,2,United Kingdom
13799,1,65.7,2.19,294,United Kingdom
13800,1,49.6,6.2,309,United Kingdom
13801,1,65.5,2.729166667,66,United Kingdom
13802,2,76.35,1.757967033,138,United Kingdom
13803,1,62.62,2.408461538,255,United Kingdom
13804,6,39.075,2.784223062,30,United Kingdom
13805,1,36.48,0.19,129,United Kingdom
13806,1,17.7,2.95,63,United Kingdom
13807,1,64.2,3.21,367,United Kingdom
13808,2,32.55,2.133333333,5,United Kingdom
13809,1,9.95,9.95,305,Others
13810,1,80.2,2.227777778,56,Others
13811,1,41.25,8.25,183,Others
13812,1,90.59,1.709245283,105,Others
13813,3,26.13,4.08127451,39,Others
13814,2,131.15,4.261904762,92,Others
13815,3,200.2333333,3.30781455,23,Others
13816,1,18,18,23,Others
13817,1,89.3,3.189285714,29,Others
13819,3,37.4,5.808333333,301,United Kingdom
13821,1,11.55,0.888461538,261,United Kingdom
13822,1,40.7,1.162857143,40,United Kingdom
13823,2,34.35,2.86875,18,United Kingdom
13824,2,105.9,3.503846154,135,United Kingdom
13827,3,23.85,4.602380952,57,United Kingdom
13828,1,15.3,2.55,22,United Kingdom
13831,4,110.6625,3.158119658,16,United Kingdom
13832,1,-11.25,3.75,17,United Kingdom
13833,1,22.35,4.47,159,United Kingdom
13835,3,53.61666667,2.516792929,52,United Kingdom
13837,1,21.65,0.866,211,United Kingdom
13838,4,16.61,2.423225108,5,United Kingdom
13842,9,56.36888889,4.282139322,58,United Kingdom
13844,1,19.8,1.65,11,United Kingdom
13845,1,19.8,1.65,64,United Kingdom
13846,3,38.79,4.615555556,24,United Kingdom
13849,2,61.295,1.799306418,51,United Kingdom
13850,1,143.99,2.285555556,129,United Kingdom
13851,3,107.9666667,1.544680047,95,United Kingdom
13853,1,97.36,1.9472,57,United Kingdom
13854,7,101.8085714,7.022040816,24,United Kingdom
13856,2,86.2,0.80375,168,United Kingdom
13859,1,10.5,0.42,326,United Kingdom
13860,5,21.722,2.307977778,1,United Kingdom
13862,6,23.76666667,1.025,18,United Kingdom
13863,1,8.5,0.85,247,United Kingdom
13865,1,15,1.25,186,United Kingdom
13867,3,46.50333333,1.473120254,31,United Kingdom
13868,1,15,1.25,38,United Kingdom
13869,4,104.6825,2.283954921,123,United Kingdom
13870,7,27.59142857,3.182272727,37,United Kingdom
13871,13,52.62307692,2.562744764,22,United Kingdom
13873,3,17.10333333,5.663333333,119,United Kingdom
13875,5,63.446,1.788181818,53,United Kingdom
13876,1,19.8,4.95,63,United Kingdom
13878,1,121.41,3.281351351,54,United Kingdom
13880,9,42.06111111,2.326438077,21,United Kingdom
13881,9,126.6888889,2.302287356,3,United Kingdom
13882,3,29.49,2.292222222,2,United Kingdom
13883,6,38.45,3.07504065,10,United Kingdom
13884,4,30.4,4.1515625,7,United Kingdom
13885,1,11.9,5.95,200,United Kingdom
13886,1,15,1.25,71,United Kingdom
13888,2,18.575,10.35833333,119,United Kingdom
13889,1,50.4,2.1,92,United Kingdom
13890,5,33.088,3.989184211,1,United Kingdom
13892,2,47.595,0.570785124,64,United Kingdom
13894,2,23.85,1.533333333,23,United Kingdom
13895,3,77.01666667,2.410460705,28,United Kingdom
13897,1,64.36,1.237692308,50,United Kingdom
13898,1,15.3,2.55,325,United Kingdom
13899,2,26.4,1.61,16,United Kingdom
13900,2,58.06,2.473555556,192,United Kingdom
13901,5,78.974,1.384992095,72,United Kingdom
13904,1,10.2,0.85,294,United Kingdom
13908,4,66.6575,1.91967033,79,United Kingdom
13911,7,26.39142857,1.511,144,United Kingdom
13914,1,42.04,1.501428571,11,United Kingdom
13917,1,4.56,0.19,49,United Kingdom
13918,2,129.96,2.502666667,49,United Kingdom
13919,2,3.47,2.485,53,Others
13922,1,12.6,0.42,351,United Kingdom
13923,1,35.64,1.485,53,United Kingdom
13924,5,62.948,1.415000883,1,United Kingdom
13925,1,70.94,2.533571429,134,United Kingdom
13926,1,20.4,0.85,23,United Kingdom
13927,1,16.6,4.15,74,United Kingdom
13928,3,24.36666667,6.45,31,United Kingdom
13930,1,26.4,0.55,136,United Kingdom
13931,2,62.355,1.332777778,95,United Kingdom
13932,1,86.15,4.102380952,294,United Kingdom
13933,1,49.14,4.914,148,United Kingdom
13934,1,54.6,1.516666667,263,United Kingdom
13936,1,15.3,2.55,179,United Kingdom
13938,1,8.5,0.85,35,United Kingdom
13939,3,24.98,5.076666667,23,United Kingdom
13940,2,16,6.125,116,United Kingdom
13941,5,149.7,4.108888889,21,United Kingdom
13946,2,152.25,2.377906977,201,United Kingdom
13947,1,19.8,1.65,65,United Kingdom
13948,1,46.8,1.95,360,United Kingdom
13949,5,30.894,2.670333333,2,United Kingdom
13950,2,19.05,4.955769231,11,United Kingdom
13951,2,53.5,3.240909091,176,United Kingdom
13952,2,163.155,2.177493812,217,United Kingdom
13953,1,25.2,2.1,7,United Kingdom
13954,2,41.875,3.031470588,1,United Kingdom
13955,1,3.33,1.11,154,United Kingdom
13956,5,42.95,3.006787811,5,United Kingdom
13958,1,-15.9,7.95,372,United Kingdom
13959,3,38.73666667,2.7911563,79,United Kingdom
13960,1,22.8,1.266666667,21,United Kingdom
13963,3,24.86666667,4.010714286,308,United Kingdom
13967,1,45,1.25,145,United Kingdom
13969,14,52.29428571,2.341336578,7,United Kingdom
13971,9,18.46777778,2.087936508,18,United Kingdom
13972,1,31.9,3.19,201,United Kingdom
13973,1,30,3.75,287,United Kingdom
13974,1,28.12,0.827058824,49,United Kingdom
13975,6,34.22666667,2.390296653,31,United Kingdom
13978,1,59.28,0.823333333,45,United Kingdom
13979,1,104.1,1.317721519,73,United Kingdom
13980,1,10.2,2.55,60,United Kingdom
13982,4,37.37,1.227053571,39,United Kingdom
13983,5,85.06,30.82473768,39,United Kingdom
13984,4,15.695,1.7825,26,United Kingdom
13985,14,41.67071429,2.18560963,4,United Kingdom
13988,7,55.10857143,1.530106749,19,United Kingdom
13989,1,15,1.25,239,United Kingdom
13991,5,10.96,1.61,12,United Kingdom
13992,1,8.5,0.85,30,United Kingdom
13993,5,37.094,3.467861111,64,United Kingdom
13994,5,53.104,4.698835492,3,United Kingdom
13995,5,37.68,1.934241453,15,United Kingdom
13999,12,53.07,1.885703856,10,United Kingdom
14001,3,85.93333333,2.924358974,45,United Kingdom
14002,2,36.275,2.677307692,134,United Kingdom
14004,6,92.11,2.000521164,43,United Kingdom
14005,3,237.1,0.991603376,9,United Kingdom
14006,2,41.85,2.233333333,241,United Kingdom
14009,2,33.55,2.155952381,198,United Kingdom
14013,2,19.6,1.23,110,United Kingdom
14014,1,78.62,0.604769231,77,United Kingdom
14015,1,15,3.75,52,United Kingdom
14016,4,190.95,2.070762195,161,Others
14019,2,57.1,1.7625,46,United Kingdom
14020,2,13.645,6.42,16,United Kingdom
14021,1,25.2,2.1,211,United Kingdom
14023,2,21.4,5.35,7,United Kingdom
14024,2,33.75,1.666666667,121,United Kingdom
14029,2,69.05,5.692857143,63,United Kingdom
14030,8,28.14,2.468315741,18,United Kingdom
14031,11,87.84909091,4.259133367,21,United Kingdom
14032,10,38.264,2.492173377,2,United Kingdom
14034,3,15.01,1.581846154,22,United Kingdom
14035,3,38.24,2.399222222,28,United Kingdom
14036,1,19.5,1.95,284,United Kingdom
14037,1,16.1,4.025,364,United Kingdom
14038,3,64.46,1.793118687,78,United Kingdom
14039,1,16.6,4.15,33,United Kingdom
14040,8,39.71,2.703700907,61,United Kingdom
14041,1,7.65,0.85,266,United Kingdom
14044,4,16.835,2.332361111,26,United Kingdom
14045,1,132,1.65,337,United Kingdom
14047,3,105.4333333,4.603333333,8,United Kingdom
14048,2,24.775,2.4125,277,United Kingdom
14049,5,161.714,2.484158969,16,United Kingdom
14050,2,20.025,1.46,31,United Kingdom
14051,13,96.85384615,4.518717949,8,United Kingdom
14052,1,24.04,2.185454545,19,United Kingdom
14054,1,26.46,1.202727273,65,United Kingdom
14055,1,415,4.15,106,United Kingdom
14056,24,37.81625,2.447211179,1,United Kingdom
14057,13,57.58461538,1.843064106,23,United Kingdom
14059,1,19.8,4.95,266,United Kingdom
14060,14,59.93428571,1.560753456,22,United Kingdom
14062,7,173.9085714,3.870952381,9,United Kingdom
14064,4,53.7325,1.480842423,29,United Kingdom
14066,1,15.3,2.55,266,United Kingdom
14067,2,12.805,1.013911565,63,United Kingdom
14068,1,28.5,4.75,320,United Kingdom
14071,9,25.12222222,2.327929894,3,United Kingdom
14073,1,28.52,1.426,32,United Kingdom
14075,1,29.7,4.95,19,United Kingdom
14076,1,9.75,3.25,129,United Kingdom
14077,4,11.885,2.686428571,78,United Kingdom
14078,5,23.64,2.6225,101,United Kingdom
14080,1,10.2,0.85,32,United Kingdom
14081,2,48.045,0.761613278,302,United Kingdom
14082,1,9.6,1.371428571,364,United Kingdom
14083,4,30.31,2.394391892,4,United Kingdom
14085,15,34.31133333,1.493223206,2,United Kingdom
14087,1,26.28,1.010769231,2,United Kingdom
14088,9,650.9066667,3.662706476,10,United Kingdom
14089,1,1.25,1.25,56,United Kingdom
14092,12,38.12583333,3.015692641,7,United Kingdom
14093,1,41.14,0.894347826,12,United Kingdom
14096,20,259.379,129.1298478,4,United Kingdom
14098,1,0.21,0.21,36,United Kingdom
14099,10,35.827,2.875225646,16,United Kingdom
14100,1,52.45,2.760526316,137,United Kingdom
14101,3,220.2,1.899593496,73,United Kingdom
14102,6,51.95833333,2.356282541,11,United Kingdom
14104,2,45.2,43.85,154,United Kingdom
14105,1,224.39,1.536917808,239,United Kingdom
14107,6,41.605,1.468829588,96,United Kingdom
14108,2,27.71,2.3875,30,United Kingdom
14109,1,58.9,1.280434783,72,United Kingdom
14110,8,112.39875,2.559261843,42,United Kingdom
14112,5,51.52,2.222142857,40,United Kingdom
14113,4,31.77,2.436632653,3,United Kingdom
14114,2,26.85,9.3,273,United Kingdom
14116,5,35.84,3.057818182,19,United Kingdom
14121,4,53.925,1.687631579,3,United Kingdom
14125,3,117.83,2.0185429,10,United Kingdom
14126,2,183.89,1.155,7,United Kingdom
14127,2,29.27,1.495606061,122,United Kingdom
14128,2,41.05,1.952060932,60,United Kingdom
14129,3,57.58333333,2.832956259,17,United Kingdom
14130,1,35.25,3.204545455,319,United Kingdom
14132,9,44.26666667,0.939805478,2,United Kingdom
14133,4,28.21,9.7175,129,United Kingdom
14135,7,77.52142857,2.833598758,1,United Kingdom
14138,2,47.16,1.966704545,1,United Kingdom
14139,1,116.4,0.97,46,United Kingdom
14140,2,54.225,1.701428571,3,United Kingdom
14141,3,35.05,3.013333333,2,United Kingdom
14142,1,41.58,0.63,373,United Kingdom
14143,1,32,5.333333333,133,United Kingdom
14145,1,594,4.95,156,United Kingdom
14146,6,67.66,1.7196028,8,United Kingdom
14147,1,15,1.25,78,United Kingdom
14149,1,33.32,1.666,220,United Kingdom
14150,2,17.7,1.05,35,United Kingdom
14152,2,42.32,0.847272727,75,United Kingdom
14154,1,179.4,14.95,239,United Kingdom
14156,45,292.2622222,2.909714498,9,Others
14157,3,12.92666667,2.812539683,19,United Kingdom
14158,1,43.84,0.755862069,40,United Kingdom
14159,13,51.88769231,1.366297903,19,United Kingdom
14161,3,44.37666667,2.60626634,215,United Kingdom
14162,2,12.89,2.176,173,United Kingdom
14163,3,49.5,5.15,87,United Kingdom
14164,2,218.9,1.56,70,United Kingdom
14165,1,45.33,2.2665,275,United Kingdom
14167,3,18.96666667,4.888333333,165,United Kingdom
14171,1,49.5,3.535714286,98,United Kingdom
14173,1,0.55,0.55,45,United Kingdom
14174,1,27,1.5,33,United Kingdom
14175,4,56.175,2.575021251,51,United Kingdom
14176,1,15,3.75,297,United Kingdom
14177,3,5.3,2.65,95,United Kingdom
14178,6,21.75833333,0.929414917,8,United Kingdom
14179,2,24.655,4.059,40,United Kingdom
14180,19,20.66052632,9.432631579,29,United Kingdom
14184,1,17.4,1.45,66,United Kingdom
14185,1,19.9,9.95,331,United Kingdom
14188,3,67.26666667,2.095196078,30,United Kingdom
14189,13,30.57769231,1.123602292,2,United Kingdom
14191,12,37.11333333,2.060262966,1,United Kingdom
14193,1,72.3,1.721428571,269,United Kingdom
14194,21,61.71047619,2.454215944,4,United Kingdom
14195,1,51,12.75,252,United Kingdom
14198,4,17.3375,3.525,4,United Kingdom
14199,1,10.2,0.85,218,United Kingdom
14201,2,40.49,0.52295082,80,United Kingdom
14204,1,20.62,2.291111111,2,United Kingdom
14205,1,15.9,7.95,264,United Kingdom
14206,1,11.7,1.95,239,United Kingdom
14209,5,26.6,4.831666667,121,United Kingdom
14210,5,31.61,2.68046176,105,United Kingdom
14211,8,26.73875,3.49625,53,United Kingdom
14212,1,194.4,0.6075,89,United Kingdom
14213,1,-367.2,7.65,371,United Kingdom
14214,3,43.03,1.809653188,50,United Kingdom
14215,5,44.88,0.992248366,11,United Kingdom
14216,3,33.38,4.716666667,8,United Kingdom
14217,10,20.856,3.776735294,1,United Kingdom
14218,1,30,1.25,42,United Kingdom
14219,1,4.68,0.39,4,United Kingdom
14220,1,25.2,2.1,247,United Kingdom
14221,8,60.825,1.572969458,42,United Kingdom
14222,1,59.04,0.72,177,United Kingdom
14223,3,31.65,2.976666667,92,United Kingdom
14224,4,35.6575,6.156111425,110,United Kingdom
14226,4,83.4225,5.544464286,29,United Kingdom
14227,7,34.14285714,2.687524753,26,United Kingdom
14229,3,72.33333333,3.842067124,51,United Kingdom
14231,3,20.65,5.405555556,183,United Kingdom
14232,6,26.34333333,1.537171893,42,United Kingdom
14233,2,0.645,1.67,43,United Kingdom
14234,4,20.1075,0.703480691,22,United Kingdom
14235,3,72,1.41618123,75,United Kingdom
